date,temperature_2m_max,temperature_2m_min,precipitation_sum,windspeed_10m_max,et0_fao_evapotranspiration
2025-10-24,29.7,24.5,6.0,10.7,3.73
2025-10-25,29.8,24.5,0.4,11.4,3.77
2025-10-26,30.8,25.4,3.9,9.3,3.84
2025-10-27,30.0,26.0,2.9,15.6,4.13
2025-10-28,30.2,25.9,15.1,13.7,3.94
2025-10-29,30.5,25.2,0.2,7.7,3.39
2025-10-30,30.1,25.9,3.4,9.1,3.02
2025-10-31,29.4,25.9,19.3,9.7,3.1
2025-11-01,29.9,24.9,3.8,11.0,3.91
2025-11-02,30.0,24.6,2.1,11.5,4.12
2025-11-03,29.1,25.2,4.7,9.9,3.18
2025-11-04,30.8,24.7,3.4,10.7,4.12
2025-11-05,29.5,24.6,8.9,11.9,3.55
2025-11-06,30.0,25.0,5.5,12.4,3.96
2025-11-07,30.4,24.6,6.7,11.3,3.32
2025-11-08,30.5,24.6,0.6,11.0,4.19
2025-11-09,29.5,25.6,0.9,12.3,3.9
2025-11-10,30.9,24.6,0.4,10.8,4.24
2025-11-11,30.5,25.6,3.0,11.7,3.96
2025-11-12,30.5,25.5,1.1,13.5,3.94
2025-11-13,30.4,23.2,2.4,10.9,3.72
2025-11-14,31.3,24.8,0.2,11.4,3.61
2025-11-15,31.2,25.1,0.1,12.8,3.81
2025-11-16,30.0,23.8,1.2,10.9,3.97
2025-11-17,29.6,24.1,1.4,15.9,3.75
2025-11-18,30.9,25.2,1.3,10.2,4.13
2025-11-19,31.8,25.2,1.0,14.2,4.07
2025-11-20,30.9,25.2,0.4,12.7,3.94
2025-11-21,30.8,25.6,1.9,16.2,3.31
2025-11-22,30.7,25.0,3.2,15.7,3.68
2025-11-23,31.0,24.6,1.4,9.9,4.1
2025-11-24,31.4,24.8,0.1,11.4,4.07
2025-11-25,31.6,25.2,0.5,13.0,4.05
2025-11-26,31.4,25.9,2.0,12.7,3.86
2025-11-27,31.3,26.1,2.8,14.9,3.94
2025-11-28,30.9,25.7,3.0,11.3,3.82
2025-11-29,30.7,25.0,1.8,9.8,3.44
2025-11-30,30.5,24.9,3.2,10.7,3.54
2025-12-01,30.1,25.1,1.3,13.4,3.8
2025-12-02,32.1,25.6,1.3,14.0,4.0
2025-12-03,31.2,26.0,7.6,17.0,3.61
2025-12-04,31.8,26.0,0.9,12.2,3.37
2025-12-05,30.8,25.6,1.1,12.6,3.69
2025-12-06,30.9,25.3,1.6,13.5,3.74
2025-12-07,31.1,25.4,4.3,14.7,3.7
2025-12-08,30.4,24.5,2.1,11.1,3.49
2025-12-09,30.4,24.3,1.5,12.3,3.59
2025-12-10,30.2,25.5,0.4,12.7,3.55
2025-12-11,30.1,24.0,14.2,10.2,2.79
2025-12-12,30.4,25.0,1.2,11.7,3.62
2025-12-13,30.5,25.5,4.9,11.2,3.76
2025-12-14,31.5,25.5,3.2,13.6,3.89
2025-12-15,30.0,25.9,2.5,10.8,3.37
2025-12-16,30.1,25.8,1.5,11.3,3.64
2025-12-17,30.1,25.0,1.1,12.2,3.65
2025-12-18,30.8,25.5,0.3,11.6,3.84
2025-12-19,30.8,25.3,2.6,9.4,3.49
2025-12-20,31.2,25.5,0.6,11.5,3.75
2025-12-21,31.6,25.6,1.2,13.6,3.73
2025-12-22,31.4,26.0,1.3,12.3,3.75
2025-12-23,31.2,26.2,1.5,12.6,3.73
2025-12-24,30.4,26.3,0.5,12.9,3.73
2025-12-25,30.9,25.5,2.6,12.9,3.73
2025-12-26,31.5,26.0,0.8,13.4,3.72
2025-12-27,29.9,24.4,4.6,14.1,2.92
2025-12-28,31.5,26.0,0.9,14.3,3.37
2025-12-29,30.8,26.4,2.8,13.4,3.58
2025-12-30,31.8,25.7,1.2,12.1,3.84
2025-12-31,31.6,26.1,0.2,12.4,3.63
2026-01-01,31.5,26.5,3.2,14.9,3.6
2026-01-02,31.3,25.4,1.7,18.5,3.54
2026-01-03,31.3,25.1,0.1,13.1,3.73
2026-01-04,30.9,25.2,0.5,11.4,3.66
2026-01-05,32.7,26.1,0.0,14.3,3.78
2026-01-06,32.2,26.0,0.3,13.8,3.77
2026-01-07,31.8,26.7,0.5,13.6,3.93
2026-01-08,31.8,26.1,3.9,11.9,3.41
2026-01-09,31.0,26.0,0.4,11.1,3.65
2026-01-10,30.9,26.1,2.9,12.4,3.42
2026-01-11,31.2,24.9,2.4,12.4,3.41
2026-01-12,30.0,25.2,3.0,10.1,3.3
2026-01-13,32.3,25.1,0.0,12.2,3.87
2026-01-14,33.2,25.6,0.0,12.9,3.8
2026-01-15,31.0,27.1,1.6,13.9,3.39
2026-01-16,32.3,25.5,0.3,12.5,3.63
2026-01-17,31.2,26.1,1.4,13.4,3.61
2026-01-18,31.3,26.7,4.1,14.2,3.58
2026-01-19,31.2,26.3,3.0,12.2,3.66
2026-01-20,29.6,25.5,1.5,13.8,2.54
2026-01-21,32.7,25.0,0.1,12.5,3.94
2026-01-22,33.5,25.2,1.4,12.1,3.77
2026-01-23,33.3,24.1,0.0,11.7,4.32
2026-01-24,32.3,24.4,0.0,12.0,4.14
2026-01-25,34.1,25.5,0.0,13.4,4.33
2026-01-26,34.0,25.8,0.0,12.8,4.4
2026-01-27,31.8,25.2,0.0,12.8,3.95
2026-01-28,31.5,25.9,2.6,12.3,3.84
2026-01-29,32.5,25.7,3.2,13.5,3.86
2026-01-30,30.6,24.7,6.6,13.5,3.61
2026-01-31,31.9,26.4,2.1,13.9,3.89
2026-02-01,31.8,26.1,1.7,13.0,3.78
2026-02-02,31.9,26.1,6.1,16.6,3.41
2026-02-03,32.0,25.5,0.2,11.8,4.04
2026-02-04,32.1,24.8,0.0,17.8,4.32
2026-02-05,31.9,26.1,0.0,15.2,4.13
2026-02-06,31.9,27.1,1.9,13.9,4.49
2026-02-07,31.5,24.5,2.1,12.8,4.13
2026-02-08,32.5,27.0,1.9,14.5,4.43
2026-02-09,32.5,27.2,1.3,16.3,4.49
2026-02-10,30.5,26.5,3.6,14.3,3.09
2026-02-11,31.0,25.3,0.0,12.2,3.91
2026-02-12,31.5,25.8,1.4,11.0,3.89
2026-02-13,32.0,26.5,1.5,15.4,4.28
2026-02-14,29.5,23.9,20.8,14.0,1.76
2026-02-15,31.5,24.9,0.0,10.5,4.32
2026-02-16,31.6,26.7,0.9,14.7,4.15
2026-02-17,30.6,26.2,3.3,17.0,3.94
2026-02-18,31.2,25.4,0.0,12.5,4.14
2026-02-19,31.5,25.8,0.7,11.7,4.24
2026-02-20,32.0,26.0,1.0,11.6,4.27
2026-02-21,32.9,26.4,0.2,14.2,4.37
2026-02-22,33.2,26.6,0.0,14.9,4.44
2026-02-23,31.6,26.7,2.6,15.5,4.05
2026-02-24,31.0,26.3,3.8,13.0,3.87
2026-02-25,32.7,25.4,0.5,12.2,4.3
2026-02-26,31.0,26.3,2.2,12.6,4.19
2026-02-27,31.9,26.7,3.6,12.9,4.29
2026-02-28,30.9,26.5,0.2,12.6,4.04
2026-03-01,31.0,26.1,0.2,13.0,3.97
2026-03-02,31.9,26.8,2.8,11.8,4.12
2026-03-03,32.8,26.1,2.5,15.2,4.55
2026-03-04,31.0,26.1,5.6,14.7,4.27
2026-03-05,33.3,27.0,1.9,11.6,4.66
2026-03-06,32.7,27.4,1.7,12.6,4.76
2026-03-07,32.5,27.2,0.6,14.3,4.71
2026-03-08,32.7,27.4,4.0,13.9,4.68
2026-03-09,32.4,27.0,0.9,16.1,4.5
2026-03-10,32.4,25.4,2.0,17.7,4.8
2026-03-11,31.9,27.1,1.5,16.7,4.09
2026-03-12,32.3,27.3,0.0,15.0,4.95
2026-03-13,32.7,27.0,1.4,14.7,4.57
2026-03-14,31.3,24.7,2.9,15.6,3.04
2026-03-15,32.7,27.4,0.0,12.9,4.91
2026-03-16,32.1,27.5,0.8,16.3,4.65
2026-03-17,30.5,25.2,2.6,17.2,4.08
2026-03-18,32.8,26.2,0.3,15.1,4.96
2026-03-19,32.2,26.8,0.0,15.1,4.51
2026-03-20,32.3,27.0,0.2,13.3,4.71
2026-03-21,31.6,27.6,3.6,15.8,4.31
2026-03-22,30.8,27.3,5.2,15.6,4.21
2026-03-23,32.0,27.1,4.0,16.4,4.6
2026-03-24,31.0,25.8,4.6,18.0,3.71
2026-03-25,31.9,27.3,0.1,16.6,5.07
2026-03-26,32.5,26.5,0.0,16.2,4.85
2026-03-27,32.7,27.0,0.4,14.8,4.78
2026-03-28,33.6,26.3,7.7,18.6,4.26
2026-03-29,29.9,23.9,1.6,9.4,2.96
2026-03-30,31.5,26.0,0.0,11.4,4.91
2026-03-31,30.6,25.0,1.0,12.2,3.36
2026-04-01,31.0,23.9,0.0,11.2,4.1
2026-04-02,30.6,25.9,6.3,10.1,3.25
2026-04-03,30.3,24.9,1.4,15.4,4.3
2026-04-04,31.6,25.8,0.0,9.6,4.13
2026-04-05,31.9,25.2,4.9,13.4,3.96
2026-04-06,32.3,27.3,1.2,13.9,4.3
2026-04-07,32.4,27.2,0.0,14.7,4.63
2026-04-08,30.3,25.6,2.7,12.9,3.27
2026-04-09,31.5,25.1,2.8,15.1,4.64
2026-04-10,33.2,26.6,0.0,14.5,4.45
2026-04-11,32.7,27.5,0.0,13.6,5.06
2026-04-12,32.8,26.9,0.0,14.4,5.14
2026-04-13,32.5,27.4,10.9,16.7,4.02
2026-04-14,32.0,25.4,3.2,13.3,4.6
2026-04-15,31.5,26.7,6.5,15.4,4.83
2026-04-16,31.5,27.0,0.3,14.8,3.43
2026-04-17,32.0,27.1,0.4,14.0,4.94
2026-04-18,32.7,27.6,0.0,13.9,4.82
2026-04-19,30.5,26.4,7.5,9.8,2.67
2026-04-20,32.8,26.4,1.1,12.0,4.7
2026-04-21,32.2,27.8,2.3,16.4,4.16
2026-04-22,31.8,26.5,1.6,13.8,4.75
2026-04-23,32.2,27.4,0.4,17.5,4.68
2026-04-24,31.4,27.1,1.8,20.6,4.79
2026-04-25,29.4,26.6,6.4,16.5,3.79
2026-04-26,28.6,25.0,26.6,14.3,1.8
2026-04-27,32.0,24.2,0.0,10.4,4.59
2026-04-28,31.8,26.5,8.5,13.3,3.94
2026-04-29,30.9,25.6,2.0,13.3,3.8
2026-04-30,31.3,26.1,6.2,10.4,4.23
2026-05-01,31.6,25.6,0.0,15.0,4.35
2026-05-02,31.5,27.9,2.0,15.6,4.81
2026-05-03,31.0,25.7,4.4,18.2,4.24
2026-05-04,31.1,25.5,6.7,13.5,3.93
2026-05-05,32.4,26.5,1.8,20.2,4.74
2026-05-06,29.6,25.2,7.2,16.8,3.04
2026-05-07,31.3,26.0,0.7,14.1,4.59
2026-05-08,30.8,25.3,10.8,12.7,3.73
2026-05-09,31.3,26.4,11.0,15.9,4.28
2026-05-10,31.3,26.4,2.3,14.7,4.36
2026-05-11,31.1,26.8,3.2,15.5,4.68
2026-05-12,31.2,27.4,0.4,14.1,4.63
2026-05-13,31.6,27.8,1.7,15.8,4.61
2026-05-14,30.5,27.0,11.9,14.9,4.47
2026-05-15,28.6,25.6,6.3,13.3,2.09
2026-05-16,31.8,26.0,1.7,13.7,3.58
2026-05-17,30.2,26.4,13.6,18.9,3.58
2026-05-18,30.1,24.6,5.1,12.6,2.84
2026-05-19,30.0,26.0,8.1,9.3,2.99
2026-05-20,30.0,26.1,3.2,13.3,4.15
2026-05-21,30.8,25.7,11.4,14.2,4.54
2026-05-22,28.4,24.2,22.9,13.1,2.01
2026-05-23,29.0,26.0,9.2,9.0,3.48
2026-05-24,31.2,26.7,10.4,14.6,4.02
2026-05-25,28.4,24.6,10.5,10.1,2.55
2026-05-26,29.6,25.0,5.2,8.2,1.92
2026-05-27,30.5,25.8,1.1,10.0,4.12
2026-05-28,29.3,25.5,6.9,13.2,2.14
2026-05-29,30.5,26.3,1.7,10.9,4.41
2026-05-30,30.5,26.4,13.0,7.3,3.03
2026-05-31,30.8,26.1,0.8,13.8,4.27
